:START_ID(Business),:END_ID(City),:TYPE
K0Cw8KXgF23sEji9TnfBkA,Wilmington,IN_CITY
GUapKeZz8THjpuS3urS16A,Hockessin,IN_CITY
4iuNK5svIKV_GrbSwAXM6Q,Claymont,IN_CITY
EXEX90O-ULvk1FB-q0WELg,Newark,IN_CITY
LTEpFgVru40dLvg1dsaD8g,Wilmington,IN_CITY
byc92hBKz0DKvjcpl76LRQ,Wilmington,IN_CITY
ut9lc20Dq7tUH0tZMKic1w,Wilmington,IN_CITY
wzR95QhtA8xn7cLEfsQWmw,New Castle,IN_CITY
wyUcCSAhlgxNJvh1EmmobA,Wilmington,IN_CITY
z_mI02wyyYD6PJ9wHqY1fw,Newark,IN_CITY
KyRjvo1p7pQlyRsGHKOUHg,Hockessin,IN_CITY
pIoIdh3M-RQ9ohTtgzGd9A,Wilmington,IN_CITY
cDY4-OYo1IOGzxrbS4p3iw,Wilmington,IN_CITY
14V1okj0kDg2JU6ykdeKLw,Newark,IN_CITY
9rqb7gBJPbsFuESZfVMaXQ,Wilmington,IN_CITY
wST1GG4p9sCoOuvKKvLVWw,New Castle,IN_CITY
WqjT1iiNEzr8P9kis0GunQ,Wilmington,IN_CITY
uk_3KQEx_v-cV0GO1yvyKA,New Castle,IN_CITY
UQxzV_rY0rdbW9pPR2dsTg,Newark,IN_CITY
lgxwrbvtz-Vqhc-oryi5qQ,Wilmington,IN_CITY
jns8FlhfwbGfsE10eKLBnA,Wilmington,IN_CITY
F82shtmHPubyaRgwJVdf-A,Wilmington,IN_CITY
S7A1UW-wCpPP70d9mEbc1w,Wilmington,IN_CITY
Nb-kpSwmX_LA-1fnvfRT_w,Wilmington,IN_CITY
YXceGbVTwnTHsPbRb1gp4g,Wilmington,IN_CITY
ZE6HI1zBSlGDYAUXzvVixg,Wilmington,IN_CITY
kIiFXhJY5mymV8_25A7jrA,Wilmington,IN_CITY
QnAhrSePleZX_Tof5CR3hg,New Castle,IN_CITY
YvkadIJ-G9OPpnCOSW2ISg,Wilmington,IN_CITY
nvpT3yvXm7fPDZlkzkf2fQ,Wilmington,IN_CITY
SxyKh33vZAUevgqQ5CYGtA,Wilmington,IN_CITY
bjZQ8Ql0QzlRW6GgdgIytw,Wilmington,IN_CITY
W7IXC4Bq5jXOQVV6Cu1OSA,Wilmington,IN_CITY
yvVJxONMGqOzO1ouw77J3Q,Wilmington,IN_CITY
Sm3LFPwOdn975HvcfrqDOw,Wilmington,IN_CITY
86vyH37R2Edv0zKBc1lQyg,Wilmington,IN_CITY
PXVw9DhzDDtq0TGcsdYsIQ,Newark,IN_CITY
K8kw1ylsCTeEAAOY179feQ,Christiana,IN_CITY
1fwJTdGs4Fsm_mguZX6SFQ,Wilmington,IN_CITY
dmj-6zHdO8R76-pdqiV8nw,Newark,IN_CITY
rXieH75VhdR2pQhf1CWxhQ,Claymont,IN_CITY
q7J8uBa2o8a1iac_8x741Q,Wilmington,IN_CITY
u7bo1o8ry-fvb6PbvtZJzQ,Wilmington,IN_CITY
BKlw_Ao7FK01I5j9w_EXwA,Wilmington,IN_CITY
EMVKCwf8Ck0XsADY_kCWkw,Wilmington,IN_CITY
-L4ZVlzmrVKCs6F7ucgikA,Wilmington,IN_CITY
ym3e_a1L4gyKZWU1-LuRYQ,Wilmington,IN_CITY
a2NKecVY4wof4NGSc4hFXg,Wilmington,IN_CITY
iQa7kNO5jMkGeJCJzbCPGg,Newark,IN_CITY
i92ouDpINZXfL5gov7I5Kw,Wilmington,IN_CITY
7U7IgKCBvUqHDoZvmunuAA,Wilmington,IN_CITY
OO5oDYrIYlJaoFAFetrW-g,Newark,IN_CITY
V71KzO8mXPK7E8no2FN8sw,New Castle,IN_CITY
2WOZLyI8pRNF5HSl8RAeaQ,Newark,IN_CITY
lR5MEog_4Xr4Wkw5bEWSNg,Claymont,IN_CITY
eunaT5pF5ffyNUm0O8Zcrg,Newark,IN_CITY
oC43ya3FFAG256bEXyXm2g,Wilmington,IN_CITY
RnF36ZCuwHxpoFXf2aXX1g,Wilmington,IN_CITY
OQQEhFY3Nvb5_jkmcQQDyw,Wilmington,IN_CITY
Z3QKriJ_9J8gIy8C4QzaIw,New Castle,IN_CITY
e7eiRgVzH0v3GXDGURgf9A,Wilmington,IN_CITY
uSRW0_iRB_Ri_qO_fz9VjA,Hockessin,IN_CITY
WhQbHbOGtYas5LdNr2OQNQ,Wilmington,IN_CITY
giGFpZkRy89cUzgTuyfNGA,Wilmington,IN_CITY
9kRo0ULH--EDQwI69Shw-w,New Castle,IN_CITY
FN1sLS5hfMydZX94SYD1QA,Wilmington,IN_CITY
XuH43OxI-NmA5-KbM5auvQ,Wilmington,IN_CITY
riwJWxj4850tGBhRahDt7g,Newark,IN_CITY
5c_jYz4IolgGdrJLabSTew,Wilmington,IN_CITY
8hWGADp-m3NzX1-oSXPwPQ,Newark,IN_CITY
Kk9WgsCJEclBbhWXxeL1TQ,Wilmington,IN_CITY
NsTtjA9ZuJVr6pHApkOXsw,Wilmington,IN_CITY
TB9Oi-HliFy7yycFFzvm9w,Wilmington,IN_CITY
8aZFTAunMPJhv0Zz4jHWGw,Wilmington,IN_CITY
OSjSbJEyIkey6tcTgL9y3Q,Wilmington,IN_CITY
T7pfUqFPaxJWLquFePSLcw,Wilmington,IN_CITY
Uz4ezmjEr2SawQL3zRcoZQ,Newport,IN_CITY
K32hC2muzKilZkUs9RJhcw,Hockessin,IN_CITY
pe4nl6zFDnoYx9ZaMOl-3w,Wilmington,IN_CITY
FrkGJp1WIxpFFT07Qbos5w,Hockessin,IN_CITY
q2SSz2-nRYWeFG2EoUMuZQ,Wilmington,IN_CITY
ojmk4fKI4_8ZqRggwlxUpw,Wilmington,IN_CITY
ELX24jqeRWZbR-Dq6wrnLQ,Wilmington,IN_CITY
6tQrTyDTs5hWh5e4LlPLCg,Wilmington,IN_CITY
tILA8ctsD_OZIcM2IfSyQA,Wilmington,IN_CITY
vRdQizZLDFVh7TA9koOq2Q,Wilmington,IN_CITY
ELgR35KIlpuTMeWi6tFP7g,Wilmington,IN_CITY
ifEkf8JxP3RCBeszcIGLww,Wilmington,IN_CITY
VbzoVWEPSfzaIGBq4KlVwQ,Wilmington,IN_CITY
z9i9Tym7T64lMDg70Ii9hw,Wilmington,IN_CITY
QNoDyRjQTmt2Pt1K4xHW3Q,Wilmington,IN_CITY
96z5LhtPc2RQgNabJvrCJg,New Castle,IN_CITY
kBt6_fX1pZzizIMXDtD7og,Newark,IN_CITY
zLDQl0CEv3WNSHAB1g8xXg,Newark,IN_CITY
gd15-d7r2joRjkcXywMWUw,Wilmington,IN_CITY
JvFDMS5yryf3lDwUPAb6OQ,Wilmington,IN_CITY
Tr-8_aJ7VgywoRk3sMC4Ww,New Castle,IN_CITY
nXZS5W8-4VztBpjYIinpNw,Wilmington,IN_CITY
P_1mSczqlosmm4ahM8v6LQ,Wilmington,IN_CITY
SRg4QRR7xQrZ6cp9u8VX9g,Newark,IN_CITY
r6MBlUIS8_U1JINh8HJZTw,Wilmington,IN_CITY
yCgoR5GRjPXZXpdwHMUqTw,Claymont,IN_CITY
Ni1KrIwBlv489_4GTzXGEQ,Wilmington,IN_CITY
nTIbCcAYMRrzUm29h0dk8Q,Wilmington,IN_CITY
-M9uwwh6jHbzjHOm2N5fHg,New Castle,IN_CITY
bDFk_io_k-6To1ul3h3tuA,Wilmington,IN_CITY
CZh7ag6mlr-4AMNkiEzHRg,Wilmington,IN_CITY
XIBoAKSB52c3BYXnbLpgaA,Wilmington,IN_CITY
KMxOsLntxetLSVUIf-uG4w,New Castle,IN_CITY
UK-v9kE16bUrifXmzfFxUw,Wilmington,IN_CITY
oCo71AEK7x-CGpzVg56wRA,Wilmington,IN_CITY
aQNDJ0WyuJZK-ZwkZqJq4g,Wilmington,IN_CITY
z00F0RSAGimvSU9IrTevOw,New Castle,IN_CITY
W0hyjefq4YWl-uV-Hye5Mw,Wilmington,IN_CITY
MxfQ_HrOBrSPSVk24CAb9A,Wilmington,IN_CITY
h9tUG_bLdX30YAED9q0Fsg,Claymont,IN_CITY
aeZmTIjW5MbEARJC0Ch1rQ,Wilmington,IN_CITY
V0ffRTuD2eZkUn6dyZAgRw,Wilmington,IN_CITY
FNDX_9BaClbnmJyZI0mndQ,Wilmington,IN_CITY
YNWEM2NVocUl6d74yRvpug,Hockessin,IN_CITY
HmeKJIWJaJ7u8V9NhnZIEg,Wilmington,IN_CITY
bS6aPaOR0X6OH4eFeEeUfw,Montchanin,IN_CITY
MAQ3xsIxI9wbvilPYkvmVQ,Wilmington,IN_CITY
_PlmFAlaUQHdQN6rli0gzA,Wilmington,IN_CITY
6X1uRuf4Ykdt0prs_xqz6w,Wilmington,IN_CITY
f3qKagX8q2lnz1O6Ulck7w,Wilmington,IN_CITY
7L6pFDZN7jR2KqrDuxy-ng,Newark,IN_CITY
wu4zVzAeTIClugvU_X4meA,Wilmington,IN_CITY
IrD6smDjZM-Rt7B-SJDp4g,Wilmington,IN_CITY
iR5MI7ch9z3AYiqxBVLJLw,Wilmington,IN_CITY
9zOydjYJlIqsnJYtWDNP-A,Wilmington,IN_CITY
iWFK7U-wBR-68X0VFrSkNA,New Castle,IN_CITY
9tQG4U90-x7Ha2_Tdg4Xmw,Wilmington,IN_CITY
kLWpuSBJ0MGM7XRNlg0EEQ,Wilmington,IN_CITY
v6AlogsSBf4sxrVHcSnMHQ,Newark,IN_CITY
J4zpaa-HozFmRt4hYGlBuw,Claymont,IN_CITY
Q6_cM-2YjN10hgfs35Ml6g,Wilmington,IN_CITY
lxuRSOi2RCW2yu0HT7GBEQ,Wilmington,IN_CITY
YIaZeWePIaddftxUoxRh5g,Wilmington,IN_CITY
UREmwQBCMimpOuFyKPW3xw,Newark,IN_CITY
B5S_5MCYNWvcz0qn6dnTUw,Wilmington,IN_CITY
P9pwQW2d-M1YgYQH71K-qw,Wilmington,IN_CITY
E-3TJ8yFXpUSv1aThsVfZw,Wilmington,IN_CITY
nN8plg8HmBSb4c7zdCZALQ,Wilmington,IN_CITY
7UFRDoDdwC3_Pt77FzaJfg,Wilmington,IN_CITY
ZlgwjiDDgsXl_rzR3XYwhw,Wilmington,IN_CITY
Z53I9xwy0aMRy577GuM1KQ,Wilmington,IN_CITY
ZlOWflwsH8mMtyMlQgYWZw,Hockessin,IN_CITY
sSEKLTDGKdvOqevbfoBbiw,Wilmington,IN_CITY
EXEzZQObGgWlQEHqZs3fLg,Wilmington,IN_CITY
aAslC0l5mZB8oJNbld0byA,Newark,IN_CITY
rDy9qZZEq-mbKExVQNTaqQ,Wilmington,IN_CITY
AaRpbFg8-dazKyKmoh65tQ,Wilmington,IN_CITY
_95ZY2UZrasSfuoDD_E1YA,Newark,IN_CITY
Pn8fn5d95xGhEd-LADm2zw,Wilmington,IN_CITY
f5KbR9Ty05qgJvFbMm7fjA,Hockessin,IN_CITY
QENmoWh-mSKD8cBaK8lYhw,New Castle,IN_CITY
N9L1B3TD57wyDl7f3Awlcg,Claymont,IN_CITY
e_OEKGsZEndFkqcVyVb3Rw,Wilmington,IN_CITY
2O2K6SXPWv56amqxCECd4w,Aston,IN_CITY
